feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-1.7395325616969648,-0.7735534900144233,0.19737470554917347,-2.3162822452563474,-1.3407985484152856,-0.2219064648681217,1.1049972018044145,0.4026713452409983,0.6561404855686317,-0.37753114855982517,2
0.8950976328881082,-1.4835486154733375,-2.2915795922415154,-1.5369698737646658,-1.8211471818535472,-2.630074780870892,-0.32307574267702455,2.4089933405119566,-2.0092010719663675,1.3355704555367565,2
0.48812612600394323,-2.056657637256653,-2.4841514989439295,0.20324932784014105,0.10893372548459457,-1.5854934604043447,2.05451488940476,-2.089046265195269,0.9396599573781286,1.542806773769682,2
-4.330509133646099,1.4076458572441346,3.9767419607303793,0.02983670504193814,-0.6529003529432118,-2.5786317878198384,2.1934495502883857,1.2265373752711317,2.264635074300567,0.9557039711138672,1
-0.8815158159749599,-1.1008217991956588,-0.9873676103198862,-1.588947943898279,-2.5045391672685224,-0.9750307778615384,-0.24691832748945464,1.6525314384371885,-1.0728304739117536,-1.9259778184451013,2
-0.5286265577562398,0.49491086422246267,-1.0640113163363478,1.4077694042002902,-3.081701607536077,2.010173004767851,-1.8750073874719364,0.7974972238947501,-2.0740321222192635,1.1799885296897865,0
1.3723804110487192,2.478795687683054,-1.9480163720397783,1.6808530097815355,-0.5855826775424747,0.37651454670251727,-0.61836502004413,1.2246955901232572,-2.0676158836863885,-0.7948936470016904,0
-0.7529412619898194,1.8918045864828716,0.12758974058687156,3.2004076346310817,-1.3558037547091937,-0.8942453192570906,0.12342918170364875,1.0451140685298415,-1.0391528478536567,-1.4582131138187504,1
-4.293215558438934,1.5649219452579795,-0.5689197868644413,0.9983469862574491,-2.462126667770504,-1.1297536422426062,-0.17387382031458634,-1.3669936206624054,2.23353780069021,1.3385921382956067,1
0.3323843794946726,-2.578982377480985,-1.7370725417791035,-1.4183996098190725,-2.429734257798879,-2.6556898262078192,0.681634223668389,2.239645416391968,-1.8836818932528125,0.014108356253124855,2
-4.640134486166957,1.301599910590837,1.598238153283667,3.168249204763266,-1.432553876995067,-2.206046758842283,-0.5434204297765169,-1.7452102027442202,2.9685980915204357,1.2638559390963884,1
3.525646125070849,3.9228061638539136,-3.908335580026659,-0.24524877950790414,-0.6034737287770275,0.03823598093251257,0.23817130613962828,3.961509902140404,-4.426349783133184,-0.8407718898986251,0
