feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.8033213270625305,-0.11359216170196468,-1.5974510073920947,1.3949718600952594,-2.194581134961202,2.690505793290746,-1.5943804526515508,-0.7532037815909708,-2.9945209982137575,-1.4812216319036435,0
1.5527243844520273,-1.3479957843671688,0.08276402724506716,3.580764502864544,-2.1830099262453078,0.9952219473564247,0.5178351416240967,-0.6167753615197077,-2.8073324567156868,1.5674535943709609,0
2.3962544129380743,0.08291185317203993,-3.952014653869693,0.1464780677534061,0.030952832754202575,1.5881519035164025,-3.08032774779777,-1.6251212588825248,-4.280508896804277,-4.5202441322363445,0
1.7024107226168577,1.2090101989009971,-1.1460417126681857,1.5778065667018735,-1.446927279727477,-0.5788460678372456,-1.1195932827800297,0.5354587474096335,-2.856296480194079,2.122926010979249,1
0.613611231885432,0.33649978882090087,1.1193003738709053,1.4939396703163252,-1.4526044526535722,-0.1327507111390045,2.354405369281693,-0.6723935843265022,-1.5951052492857698,-1.0819416620362405,1
-0.3952497157413448,0.7704635956872266,-2.148560085835841,-0.8578440759692092,-3.6848595216681477,3.408848607791247,-2.7410541937376895,0.42876125888076383,-4.006409159187711,-4.493648273254504,0
3.337415652420474,-0.18859482914748824,-1.8374487692297845,-0.5551903496772845,-1.7061410400246864,-2.953215432648621,1.614342986049764,0.28638674395539016,-3.9954688601996344,1.1458428884201657,1
-0.28818981705171187,0.5921139002849184,1.6134317853490319,2.050355772144035,-0.31052125732932767,0.7555970827864922,1.622211666413676,1.4201849387819487,1.6308502182843325,3.2792268162047193,1
2.551370761637205,-0.2871095048623429,-0.5260183483868532,2.5315099554815927,-1.8170079143333675,-1.9914971504009658,0.15750639729595228,-0.07022362057462567,-4.621388201595376,0.8201369632410115,1
0.49491086422246267,0.6091355190535136,-1.2502532925792391,1.4077694042002902,-3.081701607536077,2.010173004767851,-2.0740321222192635,0.46425123812300356,-3.7907480925537937,-1.0640113163363478,0
1.4758492478450913,0.21187917882888407,1.3325969175105612,0.7518360010503977,-2.8960253135493144,-3.1398709934824716,3.334982345703089,-0.32390885321592183,-3.3527010141361275,0.7805498776793574,1
4.912804083280658,0.014108356253124855,-1.5869377773249227,1.813456958709842,-2.4515857608725766,-4.366140571067604,2.065779630255401,0.681634223668389,-6.773244386044691,1.4010043466267426,1
1.6091374665092217,-0.36249900288206854,-2.716842827602445,0.9893579830540692,-1.5972971709823962,1.0691746583468413,-3.3197676679610577,0.03433338856883548,-4.608759898401074,-2.102819406915129,0
-0.7162861131373921,-0.22652747238283805,3.3409199972370827,3.3170066598775563,-0.25445371030858577,-0.1958044805080048,2.682664315428459,0.5558260275751273,2.4159672088193016,5.049313774403927,1
0.354875999194312,-1.0590371220120975,-1.6691888804455515,1.1706012683520273,-2.816126705248796,2.5672757685153638,-2.7300288401589157,-0.9972282874387761,-3.7599322099640196,-1.8922882678774333,0
1.099274092277613,0.0780074184788575,-1.0279627058743648,2.210535378936478,-2.259183362038085,2.1333651198555077,-0.8417367244517346,1.2827949688389804,-2.792316721284651,0.15003456207252186,0
6.2633377434987905,-0.12389236323520093,-4.547440354740371,1.1766774125826132,-2.647635257795601,-4.383401117837497,-1.382931470210941,-1.087748675353668,-9.214005574091638,1.5197850014241594,1
0.22631863158176002,2.0084730109816995,0.6584593801660358,0.9844709909484344,-1.0359008572234227,-0.030785451795608765,0.986567664406711,-0.43042769880071585,-0.7576274369405563,0.4051274624381096,1
0.8901115113759267,0.41195299906180954,-3.5843304863967167,-0.8524480582552902,-3.0318821450414246,2.820715218912993,-3.703949666739281,-0.5996399948212037,-4.9359491622986384,-4.020714810220627,0
3.0786073129389804,-1.249564911924005,0.12252735595920264,2.7560661059874265,-1.653738081976043,-3.5251128501205717,1.5445752347225348,0.5368074692249037,-4.752245623203853,1.473974662427252,1
